text,label
Supporting huge pages transparently is essential as the tradeoffs between huge and non-huge pages depend on the workload.,0
Supporting huge pages transparently is essential as the tradeoffs between huge and non-huge pages depend on the workload.,1
"CLOSE The Kitty Hawk Flyer is an all-electric, single-seat, vertical takeoff and landing (VTOL) aircraft that is designed to be easy to fly and affordable to own.",0
"CLOSE The Kitty Hawk Flyer is an all-electric, two-seater aircraft that can be flown without a pilot’s license. The Kitty Hawk Flyer is an all-electric, two-seater aircraft that can be flown without a pilot’s license.",1
"The men, who hail from the Richmond-area and asked that their names not be used in the story, were arrested on charges of conspiracy to commit a felony, according to a news release from the Virginia State Police.",0
"The men, who hail from the Richmond-area and asked that their names not be used in the story, were arrested on charges of conspiracy to commit murder, according to a news release from the Richmond Police Department.",1
"Image copyright Getty Images Image caption Prime Minister Mossadeq was overthrown in a coup in 1953. The Iranian authorities has launched a crackdown on the country’s opposition, arresting a number of journalists and activists. The arrests come as the country’s supreme",0
Image copyright Getty Images Image caption Prime Minister Mossadeq was overthrown in a coup in 1953. The Iranian government has said it will not allow the US to use its airspace to attack Syria. The US has said it will not attack Syria without the approval of the UN Security,1
"The plan was part of a short-term fix to the rubbish that piled up in the streets of the capital, which has been hit by a garbage crisis since the government stopped paying private contractors to collect rubbish in 2015.",0
The plan was part of a short-term fix to the rubbish that piled up in the streets of the city.,1
"These pics of B Cum aren’t exactly thrilling, but it’s Friday, y’all want your sausage, and besides, we’re all about the content.",0
"These pics of B Cum aren’t exactly thrilling, but it’s Friday, y’all want your sausage, and besides, I’m not sure I’ve ever seen a guy with a bigger cock.",1
She also sent him naked photos and videos of herself.,0
She also sent him naked photos and videos of herself.,1
Muslim cleric who wants death to all Jews and Christians is a hero.,0
Muslim cleric who wants death penalty for apostates.,1
This is the third time a wave of bomb threats have hit multiple Jewish centers across the country.,0
This is the third time a wave of bomb threats have hit multiple Jewish centers across the country.,1
"In Touch magazine, the same publication that originally broke the Duggar scandal, recently uncovered a 911 call from 2006, wherein a lady named Bethany Hamilton, who was 13 years old at the time, reported that her brother, Josh Duggar, had molested her.",0
"In Touch magazine, the same publication that originally broke the Duggar scandal, recently uncovered a 911 call from 2006 in which a 17-year-old Josh Duggar admitted to molesting five girls, including four of his sisters.",1
Nick Harris explains what damage the new coronavirus is doing to the lungs.,0
Nick Harris explains what damage the new law will do to the UK’s tech sector.,1
"But when it comes to phalloplasty, the surgical fabrication of a new penis, the results are not so good.",0
"But when it comes to phalloplasty, the surgical fabrication of a new penis, the results are less than ideal. The penis is a complex organ, and the surgery is complex. The penis is a complex organ, and the surgery is complex. The penis is a complex organ, and the surgery is complex. The penis",1
"Maybe you have no time, the stars are not aligned perfectly or ""your mom won't let you.""",0
"Maybe you have no time, the stars are not aligned perfectly or ""your mom won't let you"".",1
"While volunteers didn't favor one device over the other, researchers say the results suggest that the brain is more likely to be able to process information when it is presented in a way that is more familiar to the brain.",0
"While volunteers didn't favor one device over the other, researchers say the results suggest that the devices may be able to help people with dementia stay safe.",1
This criticism of Aristotle is often repeated and unreflectively accepted.,0
This criticism of Aristotle is often repeated and unreflectively accepted.,1
And they'd be damned if they did not get their way.,0
And they'd be damned if they did.,1
“We are in a war with the Islamic State.”,0
“We are in a war with terrorists.”,1
He provided me with a few tips on how to get a deal on my bike and I was able to get a great deal on my bike.,0
He provided me with a few tips on how to get a deal on my bike and I was able to get a great deal on my bike.,1
"Suleiman Abdirizak, 42, 'freaked out' when the woman told him she was infected with HIV.",0
"Suleiman Abdirizak, 42, 'freaked out' when the woman told him she was infected with HIV, a court heard.",1
This Senate bill would be completely unworkable because anybody with half a brain would be able to get around it.,0
